-0.29962	0.20237	4.30579E-5	0.00636								
-0.62512	-0.40627	-0.00132	-0.00483								
0.04138	0.17384	-2.72047E-4	0.00334								
-0.18337	0.57326	-5.13424E-5	2.9572E-4								
0.23513	0.24041	5.13616E-5	-6.06728E-4								
0.55287	-0.0544	-1.51861E-4	-0.00229								
-0.02062	-0.29215	-3.48529E-4	0.00603								
-0.10587	-0.27313	-5.83218E-4	-0.00117								
0.01813	0.1358	-6.88982E-4	-5.70272E-4								
0.27388	0.69689	-2.89091E-4	-0.00127								
0.21188	0.33551	-3.49403E-4	-9.36112E-4								
-0.17562	-0.0544	4.42074E-4	-3.41941E-4								
-0.18337	-0.23509	-1.01602E-4	-0.0014								
-0.22987	-0.01636	4.74415E-4	0.00455								
0.04913	0.63032	1.10222E-6	-4.06987E-4								
0.10338	-0.29215	0.00109	5.48355E-4								
-0.02062	0.79199	-0.00135	-0.00345								
-0.32287	-0.04489	-0.00135	-8.37616E-4								
-0.32287	-0.2446	-0.00134	-7.2678E-5								
-0.32287	-0.31117	4.42074E-4	0.00199								
0.22738	-0.34921	6.13524E-4	0.0027								
0.02588	0.06923	-8.0624E-5	-0.00162								
-0.03612	0.07874	-5.59181E-4	9.28265E-4								
0.54512	-0.36823	7.6578E-6	0.00114								
-0.22212	0.19286	-1.45306E-4	0.00145								
-0.23762	0.40208	-5.7898E-5	-0.00134								
0.07238	-0.3397	-5.42137E-4	-0.00286								
0.11888	-0.10195	4.42074E-4	-4.62183E-4								
-0.20662	0.09776	7.05913E-5	-0.00147								
0.43663	0.31649	1.60621E-4	-6.08646E-4								
-0.17562	-0.33019	2.05636E-4	9.0652E-4								
0.07238	-0.41578	-9.69997E-4	0.00679								
-0.19112	0.21188	-4.26016E-5	2.55427E-4								
0.60712	0.62081	4.42074E-4	0.00236								
0.90937	0.07874	4.42074E-4	4.42824E-4								
0.01038	-0.41578	-0.00158	0.00119								
0.11113	-0.25411	-4.3987E-4	0.00364								
-0.03612	0.2309	-1.89884E-4	6.85225E-4								
-0.25312	-0.07342	-1.73276E-4	0.00198								
-0.17562	0.05972	-3.49403E-4	0.00356								
0.00263	-0.04489	1.7111E-4	0.00271								
0.42888	-0.10195	-0.00109	-4.98639E-4								
0.28938	0.40208	-8.93647E-5	0.00344								
-0.26087	-0.3397	-1.80269E-4	-5.36374E-4								
-0.13687	0.29747	-0.00118	-0.00136								
-0.70261	-1.04344	-0.00134	-0.00297								
0.21188	0.21188	5.13616E-5	-0.00299								
0.58387	0.35453	-5.7898E-5	-0.00284								
-0.12137	0.33551	2.3011E-4	9.83909E-4								
0.20413	0.19286	0.00114	0.00372								
0.00263	-0.34921	9.26313E-4	0.00557								
0.25063	0.26894	0.00124	-0.00224								
0.14213	0.55424	2.63325E-4	0.00558								
0.70787	0.43061	2.63325E-4	0.00918								
-0.27637	0.22139	6.96867E-4	0.00486								
-0.12912	-0.49186	-2.67676E-4	-0.00278								
0.38238	0.49718	-1.73276E-4	0.00563								
0.49088	0.01217	6.27378E-4	0.00972								
-0.19887	0.19286	8.82609E-4	0.00496								
-0.35387	0.82052	-3.04825E-4	0.00146								
-0.22212	-0.29215	-0.00132	-4.72416E-4								
0.04138	-0.18754	1.79851E-4	-5.74109E-4								
-0.09037	0.18335	-7.20151E-6	-0.00142								
-0.33062	-0.26362	5.43904E-4	0.00149								
0.04138	0.15482	-2.33587E-4	8.70064E-4								
0.34363	0.31649	5.43904E-4	-0.0023								
-0.36937	-0.12097	-6.715E-4	-1.66057E-4								
0.52963	0.09776	1.60621E-4	0.00429								
-0.22212	-0.30166	-5.09054E-5	0.00106								
