-0.17562	-0.13048	9.07957E-4	0.0028								
-0.36162	0.4211	5.11563E-4	0.00283								
0.22738	-0.13048	2.68875E-5	0.00113								
-0.28412	-0.0544	-5.24218E-4	-0.00168								
0.14213	0.02168	5.95038E-4	0.00118								
-0.27637	-0.10195	7.71469E-5	0.00269								
-0.27637	-0.11146	-1.11349E-5	0.00213								
0.18088	0.14531	2.3011E-4	5.15096E-4								
0.03363	-0.19705	-2.67676E-4	-6.29753E-4								
0.03363	-0.19705	-2.67676E-4	-6.29753E-4								
0.13438	0.18335	7.99134E-4	-2.49202E-4								
0.10338	0.10727	1.36147E-4	0.00107								
-0.19112	0.11678	4.42074E-4	8.93088E-4								
-0.17562	0.21188	2.3011E-4	0.00257								
-0.26862	-0.03538	9.26313E-4	0.00279								
-0.14462	0.01217	0.00111	0.00428								
0.26613	0.29747	0.00101	0.0051								
-0.06712	-0.07342	-4.26016E-5	-0.0014								
-0.27637	-0.39676	-2.55439E-4	2.06819E-4								
-0.05162	0.03119	1.71547E-4	-3.7392E-4								
-0.09812	0.31649	8.82609E-4	7.74766E-4								
-0.18337	0.09776	6.27378E-4	-2.3705E-4								
-0.11362	0.27845	-1.51861E-4	6.26511E-4								
-0.10587	0.19286	-3.49403E-4	0.00106								
-0.27637	-0.08293	-2.89091E-4	-0.0011								
-0.27637	-0.08293	-2.89091E-4	-0.0011								
-0.10587	0.27845	9.26313E-4	5.16376E-4								
-0.19887	0.02168	1.79851E-4	0.00109								
0.04138	0.26894	0.00105	-2.0699E-4								
-0.22987	0.2309	0.00124	-3.02287E-4								
0.09563	0.326	-5.42137E-4	2.26194E-5								
-0.06712	0.35453	3.83074E-4	9.17393E-4								
-0.69486	-0.75814	-1.01602E-4	-0.00255								
-0.46237	-0.21607	-2.03432E-4	-0.00274								
0.04913	-0.07342	7.80342E-4	-0.00307								
0.74662	-0.25411	-4.26016E-5	-0.00146								
0.66912	0.22139	2.89111E-4	-0.00158								
-0.05162	0.03119	1.71547E-4	-3.7392E-4								
0.23513	0.0407	0.00208	6.45571E-4								
0.36688	0.02168	-2.67676E-4	1.22394E-4								
0.54512	0.05972	1.79851E-4	-0.0011								
-0.17562	0.46865	3.72585E-4	-8.12673E-4								
-0.04387	-0.35872	1.60621E-4	-4.75614E-4								
-0.16012	-0.19705	-2.97395E-4	-0.00114								
-0.09037	-0.61549	-0.00128	-0.00197								
-0.05162	0.07874	4.28089E-4	-0.00322								
-0.12912	-0.32068	7.6578E-6	-0.00105								
-0.09037	-0.35872	-4.26016E-5	-0.001								
0.02588	-0.5299	-4.26016E-5	-9.95593E-4								
-0.12912	-0.29215	6.96867E-4	6.88423E-4								
-0.09812	-0.26362	-5.08048E-4	-9.71289E-4								
-0.08262	-0.12097	0.00114	4.01251E-4								
-0.09037	0.4211	0.00101	-9.15006E-4								
-0.44687	-0.54892	-6.14685E-4	-0.00231								
-0.15237	-0.38725	-2.1698E-4	-6.39986E-4								
0.02588	-0.37774	3.586E-4	-0.0019								
0.16538	-0.29215	5.95038E-4	-0.00231								
-0.29187	-0.47284	-0.00141	-0.00477								
-0.18337	-0.18754	0.00124	-8.70874E-4								
-0.33062	-0.27313	2.3011E-4	-6.62371E-4								
0.18863	0.46865	-4.81388E-4	-0.00184								
-0.06712	-0.25411	-2.55439E-4	-0.00126								
0.24288	0.40208	1.36147E-4	-0.00222								
0.21963	-0.04489	-6.25611E-4	-8.91341E-4								
-0.06712	0.53522	3.586E-4	-6.04809E-4								
-0.26862	-0.18754	-0.00143	-0.00506								
-0.26862	0.11678	5.11563E-4	0.00124								
-0.16012	-0.33019	-5.66174E-4	-0.0013								
0.37463	-0.07342	-1.83328E-4	1.57571E-4								
0.00263	-0.63451	-0.00163	-0.00215								
-0.24537	-0.09244	-2.97395E-4	1.57571E-4								
-0.09812	-0.19705	-2.97395E-4	-0.0033								
-0.11362	-0.20656	-4.06218E-4	3.55841E-4								
-0.15237	-0.13048	1.79851E-4	4.12124E-4								
0.08788	0.34502	-1.45306E-4	3.81424E-4								
0.29713	0.37355	0.00124	-0.00277								
0.97137	0.1358	5.13616E-5	-0.00257								
0.21963	0.12629	-4.3987E-4	-0.00104								
0.01038	0.09776	1.79851E-4	-0.0021								
-0.11362	-0.0544	1.02058E-4	-0.00235								
-0.03612	-0.10195	7.80342E-4	-0.00127								
0.03363	-0.13048	6.96867E-4	-0.0024								
0.04138	0.41159	8.24483E-4	-8.09475E-4								
0.13438	0.34502	-4.26016E-5	-4.07818E-4								
0.03363	-0.04489	-5.1504E-4	9.91584E-4								
0.35138	-0.12097	-3.79558E-4	-0.00221								
0.36688	-0.28264	-0.0015	-0.00192								
0.15763	-0.30166	-0.00136	-0.00202								
0.19638	0.14531	2.3011E-4	0.00158								
-0.17562	-0.20656	1.71547E-4	-0.00219								
0.21963	0.09776	-2.47136E-4	-0.00266								
0.02588	0.2309	5.13616E-5	-0.00124								
0.08788	-0.10195	-3.49403E-4	-0.00262								
0.01813	0.07874	-4.17581E-4	-0.00212								
0.01813	0.10727	1.10222E-6	-0.0018								
0.04913	-0.12097	6.96867E-4	-0.00141								
-0.02062	-0.30166	-9.42027E-4	-0.00413								
-0.17562	-0.09244	-0.00103	-0.00425								
-0.02837	-0.04489	5.95038E-4	-0.00163								
